MONTH,SALESFORCE_PROJECT_ID,PROJECT_ID,USER_ID,USER_TYPE,USER_POSITION,MODULE_NAME,ATTRIBUTES,INDUSTRIES,SESSIONS
2023-11-01,0015700001unVFDAA2,32144,14795485660521431964,customer,Merchandising,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""fashion""
]",1
2023-12-01,00157000023oFnEAAU,18256,10515600562253519160,customer,Merchandising,Mappings,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",1
2023-01-01,001D0000010w8ETIAY,3454,9273049627559829687,customer,Content management,Page Comparator,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""fashion""
]",1
2023-05-01,00157000023lXzrAAE,21536,4066257763928621134,customer,UI / UX Design,Journey Analysis,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""travel""
]",1
2023-10-01,00157000026BvjVAAS,40576,4874099737041595798,customer,,Homepage,"[
  ""b2c"",
  ""pure_player""
]","[
  ""food_supplies""
]",1
2023-01-01,001D0000017K5AgIAK,3301,4603226285527636411,customer,Top management,Journey Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""fashion""
]",1
2023-06-01,00157000020XsBpAAK,5051,380160316924507343,customer,Others,Homepage,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2b"",
  ""b2c""
]","[
  ""telecom""
]",1
2023-07-01,001D000001UZQ8hIAH,4972,7182880210250483158,customer,Data science,Homepage,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""fashion""
]",1
2023-03-01,0015700001rxLCeAAM,5753,5179693608196497305,customer,,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""fashion""
]",1
2023-04-01,00157000020GqK7AAK,5828,9157685344952062981,customer,Product management,Homepage,"[
  ""e_commerce""
]","[
  ""consumer_equipment""
]",1
2023-01-01,001D000001WUxyEIAT,5393,18317661842091596056,customer,Optimisation / Performance,Settings,"[
  ""b2c"",
  ""multi_country"",
  ""e_commerce""
]","[
  ""vehicle""
]",1
2023-02-01,001D000001es1s2IAA,16464,4213071341905572876,customer,Product management,Journey Analysis,"[
  ""b2c"",
  ""b2b"",
  ""lead_generation""
]","[
  ""finance_insurance""
]",1
2023-02-01,001D0000017K5AYIA0,18304,11091374927461661052,customer,Product management,Log Visualizer,,"[
  ""fashion""
]",1
2023-12-01,00157000025k4IKAAY,66736,12362489303544394858,customer,,Session Replay,"[
  ""b2b""
]","[
  ""finance_insurance""
]",1
2023-10-01,0012o00002yZrG8AAK,41344,14015242043803853639,customer,Analytics,Mappings,"[
  ""b2b"",
  ""b2b2c"",
  ""b2c"",
  ""pure_player""
]","[
  ""personal_services""
]",1
2023-07-01,0015700002BjSttAAF,5230,10880433631857455302,customer,Product management,Segments,"[
  ""e_commerce"",
  ""multi_country"",
  ""b2c""
]","[
  ""fashion""
]",1
2023-06-01,001D000001WUxyEIAT,3546,3052709687443892126,customer,Content management,Homepage,"[
  ""b2c"",
  ""multi_country"",
  ""e_commerce""
]","[
  ""vehicle""
]",1
2023-02-01,0015700002By5jRAAR,4754,11134063628880770556,customer,Product management,Workspace,"[
  ""b2c""
]","[
  ""finance_insurance""
]",18
2023-10-01,0015700002G4DQhAAN,36896,14439857098059051918,customer,,Zoning Analysis,"[
  ""b2c""
]","[
  ""finance_insurance""
]",25
2023-07-01,001D000000ymwlWIAQ,35696,15152553798775718934,customer,Technical / IT / Security,Homepage,"[
  ""b2b2c"",
  ""lead_generation""
]","[
  ""finance_insurance""
]",5
2023-11-01,0017T00000547ZjQAI,29824,3787174844191585393,customer,UI / UX Design,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",1
2023-09-01,0015700002G4DQhAAN,36896,13881351435812012401,customer,Analytics,Journey Analysis,"[
  ""b2c""
]","[
  ""finance_insurance""
]",18
2023-01-01,0015700001u7XmsAAE,3247,12539565303036360433,customer,Acquisition,Page Comparator,"[
  ""b2c"",
  ""pure_player"",
  ""e_commerce""
]","[
  ""consumer_equipment""
]",10
2023-09-01,0015700001svWnvAAE,30112,9465425783370356596,customer,UI / UX Design,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""fashion""
]",5
2023-06-01,00157000025jUbvAAE,12960,9560043673979360911,customer,Analytics,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""consumer_equipment""
]",4
2023-05-01,0012o00002L57DpAAJ,28048,8878623283725824870,customer,Technical / IT / Security,Homepage,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_domain""
]","[
  ""telecom""
]",6
2023-07-01,00157000021SSkMAAW,37616,16000958394774936211,customer,Product management,Zoning Analysis,"[
  ""e_commerce""
]","[
  ""food_supplies""
]",1
2023-10-01,0015700001u7XmsAAE,3247,12259059070694124924,customer,Analytics,Workspace,"[
  ""b2c"",
  ""pure_player"",
  ""e_commerce""
]","[
  ""entertainment""
]",3
2023-11-01,0012o00002izOxrAAE,46944,3068936859207742980,customer,Product management,Segments,"[
  ""b2c""
]","[
  ""entertainment""
]",1
2023-03-01,00157000020XsBpAAK,5051,11392635797673360920,customer,,Homepage,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2b"",
  ""b2c""
]","[
  ""telecom""
]",3
2023-06-01,0015700002G4DQ9AAN,52080,14463306956849162065,customer,Technical / IT / Security,Zoning Analysis,"[
  ""b2b"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""finance_insurance""
]",4
2023-09-01,0015700002By5jRAAR,4754,15739029056534277128,customer,Analyst / Data science,Workspace,"[
  ""b2c""
]","[
  ""finance_insurance""
]",30
2023-01-01,001D0000017K5AYIA0,18304,770337539953578032,customer,Merchandising,Zoning Analysis,,"[
  ""fashion""
]",4
2023-11-01,00157000028bRaFAAU,28896,5165763490719099589,customer,Analytics,Session Replay,"[
  ""e_commerce""
]","[
  ""fashion""
]",54
2023-03-01,0017T00000547ZjQAI,29824,6967152484757626624,customer,UI / UX Design,Impact Quantification,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""consumer_equipment""
]",5
2023-09-01,00157000020YJnzAAG,5849,17214744166281383744,customer,Analytics,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""travel""
]",2
2023-01-01,0015700001u7XmsAAE,3272,13400283239216767464,customer,Top management,Homepage,"[
  ""b2c"",
  ""pure_player"",
  ""e_commerce""
]","[
  ""consumer_equipment""
]",6
2023-04-01,0012o00002sYNE9AAO,17984,16479138311632983603,customer,Merchandising,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""food_supplies""
]",4
2023-11-01,0015700002By5jRAAR,4754,16715224062697641363,customer,Technical / IT / Security,Zoning Analysis,"[
  ""b2c""
]","[
  ""finance_insurance""
]",8
2023-08-01,001D000000xmDJ0IAM,37248,15199283690872281945,customer,Analytics,Zoning Analysis,"[
  ""b2b2c"",
  ""b2b""
]","[
  ""food_supplies""
]",48
2023-10-01,00157000020YJo5AAG,55680,15682008871765920138,customer,Analyst / Data science,Zoning Analysis,"[
  ""b2c"",
  ""brick_mortar"",
  ""multi_domain""
]","[
  ""food_supplies""
]",4
2023-04-01,001D000000xmDJ0IAM,37296,689060825591733400,customer,Data science,Page Comparator,"[
  ""b2b2c"",
  ""b2b""
]","[
  ""food_supplies""
]",4
2023-05-01,00157000023oFnEAAU,18256,5710752769185188679,customer,Merchandising,Mappings,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",9
2023-07-01,00157000023oFnEAAU,18256,10515600562253519160,customer,Merchandising,Workspace,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",6
2023-09-01,0017T00000DjrXGQAZ,33536,6985072531660908742,customer,Analytics,Journey Analysis,,"[
  ""consumer_equipment""
]",1
2023-07-01,001D000000ymwlWIAQ,35696,17861110447371163426,customer,Analytics,Mappings,"[
  ""b2b2c"",
  ""lead_generation""
]","[
  ""finance_insurance""
]",9
2023-02-01,00157000020YJnzAAG,5849,4944398052518260211,customer,Analytics,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""travel""
]",8
2023-10-01,0012o00002izOxrAAE,46944,10006703892912890845,customer,Technical / IT / Security,Log Visualizer,"[
  ""b2c""
]","[
  ""entertainment""
]",17
2023-03-01,001D000001WUxyEIAT,5393,1635787431446976890,customer,UI / UX Design,Journey Analysis,"[
  ""b2c"",
  ""multi_country"",
  ""e_commerce""
]","[
  ""vehicle""
]",8
2023-09-01,00157000020YJnBAAW,53696,9917772435692386005,customer,Technical / IT / Security,Page Comparator,,"[
  ""vehicle""
]",3
2023-07-01,00157000020XsBpAAK,5051,16935202568970662193,customer,Others,Homepage,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2b"",
  ""b2c""
]","[
  ""telecom""
]",1
2023-01-01,00157000021SdS3AAK,5303,14271345182560727427,customer,,Homepage,"[
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""fashion""
]",2
2023-09-01,0015700001wVJYBAA4,1923,16896958736277316406,customer,Product management,Zoning Analysis,"[
  ""b2c"",
  ""affiliate"",
  ""e_commerce"",
  ""multi_domain""
]","[
  ""food_supplies""
]",3
2023-09-01,00157000027d3HbAAI,27488,16549578614734468033,customer,Analytics,Zoning Analysis,"[
  ""b2c""
]","[
  ""finance_insurance""
]",1
2023-09-01,00157000025jUbvAAE,12928,16593922210561267229,customer,Content management,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""consumer_equipment""
]",18
2023-06-01,00157000025jUbvAAE,12928,11013216634894535222,customer,Marketing,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""consumer_equipment""
]",4
2023-11-01,00157000021SdS3AAK,5303,2190034022141790045,customer,,Homepage,"[
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""fashion""
]",1
2023-09-01,001D000000vhmaWIAQ,4594,1455936540850662912,customer,Product management,Page Comparator,"[
  ""b2b"",
  ""b2c"",
  ""lead_generation"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""energy""
]",4
2023-02-01,00157000020YJnzAAG,5848,4944398052518260211,customer,Analytics,Homepage,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""travel""
]",7
2023-05-01,0015700002G4DQhAAN,36896,13881351435812012401,customer,Analytics,Session Replay,"[
  ""b2c""
]","[
  ""finance_insurance""
]",34
2023-11-01,001D000001WUTfTIAX,1287,5082527881047207429,customer,Analytics,Journey Analysis,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""travel""
]",4
2023-03-01,001D000001UZQ8hIAH,4984,15436993680621272258,customer,Merchandising,Homepage,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""fashion""
]",7
2023-05-01,001D0000010w8ETIAY,4233,6450006462919998264,customer,Product management,Settings,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""fashion""
]",5
2023-04-01,001D0000017K5AYIA0,18304,8080163205501987092,customer,Product management,Homepage,,"[
  ""fashion""
]",2
2023-09-01,001D000000xmDJ0IAM,37248,3331251528862827119,customer,Analytics,Zoning Analysis,"[
  ""b2b2c"",
  ""b2b""
]","[
  ""food_supplies""
]",2
2023-05-01,001D0000010w8ETIAY,3454,13656381386559034247,customer,Product management,Zoning Analysis,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""fashion""
]",8
2023-02-01,001D00000180LhwIAE,3603,8991514122707276680,customer,Technical / IT / Security,Homepage,"[
  ""b2c"",
  ""pure_player""
]","[
  ""finance_insurance""
]",3
2023-10-01,001D000001WUTfTIAX,1287,5082527881047207429,customer,Analytics,Journey Analysis,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""travel""
]",2
2023-12-01,001D000000viaLEIAY,64128,9515896013610237795,customer,Marketing,Workspace,"[
  ""affiliate"",
  ""b2c""
]","[
  ""media""
]",1
2023-07-01,001D000000xmDJ0IAM,37248,689060825591733400,customer,Data science,Zoning Analysis,"[
  ""b2b2c"",
  ""b2b""
]","[
  ""food_supplies""
]",6
2023-02-01,0015700001u7XmsAAE,3247,12539565303036360433,customer,Acquisition,Page Comparator,"[
  ""b2c"",
  ""pure_player"",
  ""e_commerce""
]","[
  ""consumer_equipment""
]",12
2023-12-01,001D000000sWJ8GIAW,16528,8182468471776032771,customer,Analyst / Data science,Mappings,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce""
]","[
  ""food_supplies""
]",10
2023-05-01,0017T00000AjokmQAB,45328,12303190812835643028,customer,UI / UX Design,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""fashion""
]",32
2023-11-01,0012o00002uPYxkAAG,58864,17360109009136025854,customer,Dev / IT / QA / Security,Log Visualizer,"[
  ""e_commerce""
]","[
  ""food_supplies""
]",39
2023-06-01,0015700002By5jRAAR,4753,15739029056534277128,customer,Analytics,Zoning Analysis,"[
  ""b2c""
]","[
  ""finance_insurance""
]",17
2023-06-01,0012o00002MZCPgAAP,39328,1664222755352625356,customer,Others,Mappings,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""cosmetics""
]",3
2023-05-01,00157000023lXzrAAE,21536,8366975547597824185,customer,Technical / IT / Security,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""travel""
]",16
2023-04-01,0015700002By5jRAAR,4753,15739029056534277128,customer,Analytics,Workspace,"[
  ""b2c""
]","[
  ""finance_insurance""
]",34
2023-10-01,00157000021SdS3AAK,5303,4420669196285874153,customer,Optimisation / Performance,Zoning Analysis,"[
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""fashion""
]",3
2023-01-01,0012o00002zLycwAAC,31136,1009997458314616283,customer,Technical / IT / Security,Homepage,"[
  ""e_commerce""
]","[
  ""travel""
]",8
2023-03-01,001D000001LgtF0IAJ,4960,17361255879615170940,customer,Analytics,Journey Analysis,,"[
  ""energy""
]",1
2023-04-01,00157000023oFnEAAU,18256,10515600562253519160,customer,Merchandising,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",22
2023-09-01,0015700002By5jRAAR,4754,15739029056534277128,customer,Analyst / Data science,Mappings,"[
  ""b2c""
]","[
  ""finance_insurance""
]",11
2023-02-01,0017T00000DjrXGQAZ,33536,13652973715322694811,customer,Analytics,Journey Analysis,,"[
  ""consumer_equipment""
]",8
2023-03-01,00157000020YJnzAAG,5849,4944398052518260211,customer,Analytics,Log Visualizer,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""travel""
]",15
2023-04-01,0015700001rxLCeAAM,5754,4412976607318903281,customer,Analytics,Mappings,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""fashion""
]",6
2023-03-01,00157000020GqK7AAK,5828,17725307167881146391,customer,Analytics,Zoning Analysis,"[
  ""e_commerce""
]","[
  ""consumer_equipment""
]",5
2023-10-01,0015700002G4DQhAAN,36896,14574296605825900701,customer,Technical / IT / Security,Journey Analysis,"[
  ""b2c""
]","[
  ""finance_insurance""
]",1
2023-05-01,00157000021SdS3AAK,5303,18052797503621560260,customer,Data science,Zoning Analysis,"[
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""fashion""
]",2
2023-05-01,0015700002G4DQhAAN,36896,18303451970406698670,customer,Technical / IT / Security,Homepage,"[
  ""b2c""
]","[
  ""finance_insurance""
]",4
2023-04-01,0015700002H23k1AAB,5690,14787402678909827420,customer,Analytics,Zoning Analysis,"[
  ""b2b2c"",
  ""e_commerce"",
  ""lead_generation""
]","[
  ""finance_insurance""
]",4
2023-12-01,0012o00002JL7ziAAD,19184,17214244226017709158,customer,Marketing,Zoning Analysis,"[
  ""b2c""
]","[
  ""travel""
]",3
2023-09-01,0015700002By5jRAAR,4754,15739029056534277128,customer,Analyst / Data science,Journey Analysis,"[
  ""b2c""
]","[
  ""finance_insurance""
]",13
2023-03-01,0012o00002JL7ziAAD,19168,2356906733104736684,customer,UI / UX Design,Zoning Analysis,"[
  ""b2c""
]","[
  ""travel""
]",3
2023-11-01,0015700001rxLCeAAM,5753,2756597182951280422,customer,Others,Goals & Key events,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""fashion""
]",5
2023-12-01,001D000000xmDJ0IAM,37264,10489023516204243463,customer,Data science,Session Replay,"[
  ""b2b2c"",
  ""b2b""
]","[
  ""food_supplies""
]",2
2023-01-01,0015700002IbCltAAF,17712,13413074174944418771,customer,Technical / IT / Security,Log Visualizer,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""consumer_equipment""
]",4
2023-02-01,0015700002BjSttAAF,5230,741756742534855161,customer,Content management,Mappings,"[
  ""e_commerce"",
  ""multi_country"",
  ""b2c""
]","[
  ""fashion""
]",7
2023-07-01,00157000020YJnBAAW,51632,8334742545126522255,customer,Analytics,Journey Analysis,,"[
  ""vehicle""
]",16
2023-08-01,0015700002G4DQhAAN,37712,13881351435812012401,customer,Analytics,Journey Analysis,"[
  ""b2c""
]","[
  ""finance_insurance""
]",8
2023-09-01,0012o00002X91MoAAJ,42912,3449630194431455478,customer,Technical / IT / Security,Homepage,"[
  ""e_commerce""
]","[
  ""fashion""
]",18
2023-11-01,00157000027A7ewAAC,61664,5059925256161386959,partner,Analytics,Mappings,"[
  ""b2c"",
  ""b2b""
]","[
  ""travel""
]",7
2023-02-01,00157000028bRaFAAU,28896,1216410265165037035,customer,Acquisition,Session Replay,"[
  ""e_commerce""
]","[
  ""consumer_equipment""
]",8
2023-02-01,00157000020YJnzAAG,5848,7486130003860397092,customer,Optimisation / Performance,Settings,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""travel""
]",2
2023-08-01,0015700002E7ACoAAN,34448,833344228033696807,customer,Technical / IT / Security,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""health_supplies""
]",7
2023-04-01,0015700002IsJ5FAAV,40784,2062798718238503619,customer,Analytics,Homepage,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""consumer_equipment""
]",1
2023-03-01,0017T00000DjrXGQAZ,33536,6985072531660908742,customer,Analytics,Session Replay,,"[
  ""consumer_equipment""
]",10
2023-08-01,001D000001UZQ8hIAH,3669,4375210672349684538,customer,Analytics,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""fashion""
]",2
2023-05-01,0015700002E7BRCAA3,5508,9084553174102194162,customer,Analytics,Zoning Analysis,"[
  ""b2c""
]","[
  ""food_supplies""
]",5
2023-10-01,00157000027A7ewAAC,61680,11486242456097095426,customer,Marketing,Error Analysis,"[
  ""b2c"",
  ""b2b""
]","[
  ""travel""
]",3
2023-10-01,0015700002By5jRAAR,4753,15739029056534277128,customer,Analyst / Data science,Zoning Analysis,"[
  ""b2c""
]","[
  ""finance_insurance""
]",9
2023-04-01,00157000023oFnEAAU,18224,10515600562253519160,customer,Merchandising,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",17
2023-11-01,001D000001UZQ8hIAH,4984,8525560953964566314,customer,Merchandising,Alerts,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""fashion""
]",3
2023-03-01,00157000020YJnzAAG,5848,7486130003860397092,customer,Optimisation / Performance,Session Replay,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""travel""
]",1
2023-11-01,001D000000vhmaWIAQ,4593,5676481244115343177,customer,Analytics,Journey Analysis,"[
  ""b2b"",
  ""b2c"",
  ""lead_generation"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""energy""
]",3
2023-04-01,00157000026BvjVAAS,40576,6559009071295968644,customer,Others,Session Replay,"[
  ""b2c"",
  ""pure_player""
]","[
  ""food_supplies""
]",32
2023-12-01,0012o00002JL7ziAAD,19168,12481589936444315133,customer,Product management,Zoning Analysis,"[
  ""b2c""
]","[
  ""travel""
]",10
2023-01-01,00157000023oFnEAAU,18256,16914147436429375575,customer,Merchandising,Mappings,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",6
2023-02-01,001D000000viZaqIAE,3516,5690799434845319057,customer,Analytics,Page Comparator,"[
  ""e_commerce"",
  ""pure_player"",
  ""b2b2c""
]","[
  ""marketplace""
]",8
2023-01-01,00157000025jUbvAAE,12928,7222142751115289747,customer,UI / UX Design,Journey Analysis,"[
  ""b2c"",
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""consumer_equipment""
]",2
2023-10-01,00157000027d3HbAAI,27488,5365369383561232896,customer,Analytics,Mappings,"[
  ""b2c""
]","[
  ""finance_insurance""
]",3
2023-03-01,001D0000010w8ETIAY,4234,6127419957501228770,customer,Optimisation / Performance,Zoning Analysis,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""fashion""
]",5
2023-09-01,00157000025jUbvAAE,12928,4345172667420605054,customer,Product management,Funnel,"[
  ""b2c"",
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""consumer_equipment""
]",4
2023-12-01,0015700002EVYo2AAH,42336,13115288399865721751,customer,Product management,Journey Analysis,"[
  ""b2c""
]","[
  ""finance_insurance""
]",8
2023-08-01,00157000021SdS3AAK,5304,6936108916340205678,customer,Analytics,Journey Analysis,"[
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""fashion""
]",5
2023-11-01,0015700002By5jRAAR,4754,12617412157845554264,customer,Analytics,Zoning Analysis,"[
  ""b2c""
]","[
  ""finance_insurance""
]",7
2023-01-01,001D000001UZQ8hIAH,4994,7182880210250483158,customer,Data science,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""fashion""
]",22
2023-10-01,0015700001unVFDAA2,32144,5175612674672926392,customer,,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""fashion""
]",2
2023-03-01,0012o00002JL7ziAAD,19184,4657686225528380555,customer,Marketing,Zoning Analysis,"[
  ""b2c""
]","[
  ""travel""
]",4
2023-09-01,0015700001yN2phAAC,43168,16436525624310161658,customer,Analytics,Mappings,"[
  ""b2b"",
  ""b2b2c"",
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_domain"",
  ""multi_country""
]","[
  ""finance_insurance""
]",1
2023-08-01,0017T00000547ZjQAI,29840,3787174844191585393,customer,UI / UX Design,Page Comparator,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",4
2023-07-01,0015700002F7YDSAA3,27744,6312046955661201535,customer,Analytics,Mappings,"[
  ""b2b""
]","[
  ""industrial""
]",4
2023-10-01,001D000001es1s2IAA,16480,5180225006555573917,customer,UI / UX Design,Zoning Analysis,"[
  ""b2c"",
  ""b2b"",
  ""lead_generation""
]","[
  ""finance_insurance""
]",6
2023-04-01,00157000020YJnzAAG,5848,7486130003860397092,customer,Optimisation / Performance,Homepage,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""travel""
]",14
2023-06-01,0015700002G4DQhAAN,36896,14574296605825900701,customer,Technical / IT / Security,Session Replay,"[
  ""b2c""
]","[
  ""finance_insurance""
]",12
2023-11-01,001D000000qxlgbIAA,22176,17168874810659405055,customer,,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""cosmetics""
]",10
2023-08-01,00157000020YJnBAAW,51632,5533676780015034331,customer,Analytics,Homepage,,"[
  ""vehicle""
]",3
2023-03-01,001D000000vhmaWIAQ,4594,16146051911875803142,customer,Technical / IT / Security,Log Visualizer,"[
  ""b2b"",
  ""b2c"",
  ""lead_generation"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""energy""
]",8
2023-04-01,0015700001u7XmsAAE,3247,3547740059479639620,customer,Merchandising,Page Comparator,"[
  ""b2c"",
  ""pure_player"",
  ""e_commerce""
]","[
  ""consumer_equipment""
]",5
2023-08-01,0015700002E7ACoAAN,34448,833344228033696807,customer,Technical / IT / Security,Session Replay,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""health_supplies""
]",32
2023-06-01,00157000023oFnEAAU,18224,5710752769185188679,customer,Merchandising,Mappings,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",36
2023-09-01,001D000001UZQ8hIAH,4976,10992135095466011687,customer,Merchandising,Impact Quantification,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""fashion""
]",4
2023-03-01,001D000000ymwlWIAQ,35712,1309894844526438599,customer,Analytics,Log Visualizer,"[
  ""b2b2c"",
  ""lead_generation""
]","[
  ""finance_insurance""
]",9
2023-02-01,00157000021SSkMAAW,37616,3671989228527776675,customer,Technical / IT / Security,Page Comparator,"[
  ""e_commerce""
]","[
  ""food_supplies""
]",3
2023-03-01,00157000024ZopdAAC,20704,6099159801091436760,customer,Product management,Homepage,"[
  ""b2c""
]","[
  ""consumer_equipment""
]",2
2023-07-01,0012o00002sYNE9AAO,18000,1456004870645073080,customer,Technical / IT / Security,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""food_supplies""
]",1
2023-02-01,0015700002BjSttAAF,5230,741756742534855161,customer,Content management,Zoning Analysis,"[
  ""e_commerce"",
  ""multi_country"",
  ""b2c""
]","[
  ""fashion""
]",6
2023-11-01,0012o00002izOxrAAE,46960,10006703892912890845,customer,Technical / IT / Security,Log Visualizer,"[
  ""b2c""
]","[
  ""entertainment""
]",7
2023-05-01,0015700001u7XmsAAE,3247,12259059070694124924,customer,Analytics,Workspace,"[
  ""b2c"",
  ""pure_player"",
  ""e_commerce""
]","[
  ""consumer_equipment""
]",16
2023-06-01,001D000000xmDJ0IAM,37264,10489023516204243463,customer,Data science,Zoning Analysis,"[
  ""b2b2c"",
  ""b2b""
]","[
  ""food_supplies""
]",26
2023-06-01,0015700002E7BRCAA3,5277,9084553174102194162,customer,Analytics,Homepage,"[
  ""b2c""
]","[
  ""food_supplies""
]",21
2023-10-01,0012o00002iOpoMAAS,61280,298529598605160864,customer,,Mappings,"[
  ""e_commerce""
]","[
  ""consumer_equipment""
]",5
2023-12-01,001D0000017K5CQIA0,58528,13159437557997520247,customer,,Log Visualizer,"[
  ""e_commerce"",
  ""brick_mortar""
]","[
  ""cosmetics""
]",1
2023-09-01,0012o00002aVlq0AAC,33568,9633184008885708824,customer,Content management,Log Visualizer,"[
  ""b2c"",
  ""pure_player""
]","[
  ""finance_insurance""
]",5
2023-01-01,00157000021SG5FAAW,33136,17910215977567364081,customer,UI / UX Design,Impact Quantification,"[
  ""e_commerce""
]","[
  ""food_supplies""
]",3
2023-08-01,00157000023oFnEAAU,18256,8195760051351196755,customer,Merchandising,Mappings,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",10
2023-09-01,0015700001unVFDAA2,32144,5175612674672926392,customer,,Journey Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""fashion""
]",6
